"","ModuleID","Species","GeneID"
"780",191,"OLI","R036698c0g1_i03"
"781",191,"OLI","R039757c0g1_i01"
"782",191,"OLI","R039009c0g1_i02"
"783",191,"OLI","R040100c0g1_i01"
"784",191,"OLI","R028716c0g1_i01"
"785",191,"OLI","R038036c0g1_i01"
"786",191,"OLI","R039239c0g1_i01"
"787",192,"AEP","g23944"
"788",192,"OLI","R036915c0g1_i01"
"789",193,"AEP","g1444"
"790",193,"AEP","g17039"
"791",193,"AEP","g13575"
"792",193,"AEP","g22570"
"793",193,"AEP","g3809"
"794",193,"AEP","g5256"
"795",193,"AEP","g22569"
"796",194,"AEP","g7727"
"797",194,"OLI","R016806c0g1_i01"
"798",195,"AEP","g18312"
"799",195,"OLI","R035066c0g1_i01"
"800",196,"AEP","g8329"
"801",196,"OLI","R034919c0g2_i01"
"802",197,"AEP","g18365"
"803",197,"OLI","R037837c1g1_i02"
"804",198,"AEP","g3984"
"805",198,"OLI","R033720c0g1_i01"
"806",199,"AEP","g862"
"807",199,"OLI","R040986c0g1_i02"
"808",200,"AEP","g7382"
"809",200,"OLI","R039873c0g1_i01"
"810",201,"AEP","g9823"
"811",201,"AEP","g9827"
"812",202,"AEP","g33373"
"813",202,"OLI","R035762c0g1_i01"
"814",203,"AEP","g15878"
"815",203,"OLI","R033347c0g2_i03"
"816",204,"AEP","g17344"
"817",204,"OLI","R031075c0g1_i02"
"818",205,"AEP","g17914"
"819",205,"OLI","R026756c0g1_i01"
"820",206,"AEP","g18438"
"821",206,"OLI","R036969c0g1_i01"
"822",207,"AEP","g18911"
"823",207,"OLI","R023641c0g2_i01"
"824",208,"AEP","g2022"
"825",208,"OLI","R035239c0g1_i01"
"826",209,"AEP","g20394"
"827",209,"OLI","R032647c0g1_i01"
"828",210,"AEP","g20585"
"829",210,"OLI","R040800c0g2_i01"
"830",211,"AEP","g21752"
"831",211,"OLI","R027431c0g1_i01"
"832",212,"AEP","g1461"
"833",212,"AEP","g22585"
"834",212,"AEP","g30409"
"835",212,"OLI","R029157c0g1_i01"
"836",213,"AEP","g24760"
"837",213,"OLI","R036751c0g2_i01"
"838",214,"AEP","g24862"
"839",214,"OLI","R039028c0g3_i01"
"840",215,"AEP","g23974"
"841",215,"AEP","g25030"
"842",215,"OLI","R040729c1g1_i02"
"843",216,"AEP","g1144"
"844",216,"AEP","g25132"
"845",216,"OLI","R039912c0g1_i01"
"846",217,"AEP","g11698"
"847",217,"AEP","g25945"
"848",218,"AEP","g2715"
"849",218,"OLI","R034480c0g2_i01"
"850",219,"AEP","g27310"
"851",219,"OLI","R037976c0g1_i01"
"852",220,"AEP","g28056"
"853",220,"OLI","R039892c0g1_i03"
"854",221,"AEP","g28188"
"855",221,"OLI","R035409c0g1_i01"
"856",222,"AEP","g28263"
"857",222,"OLI","R036328c0g1_i02"
"858",223,"AEP","g28460"
"859",223,"OLI","R040285c1g2_i03"
"860",224,"AEP","g29728"
"861",224,"OLI","R039643c0g1_i02"
"862",225,"AEP","g2978"
"863",225,"OLI","R038279c0g1_i03"
"864",226,"AEP","g30007"
"865",226,"OLI","R036518c0g1_i01"
"866",227,"AEP","g30442"
"867",227,"OLI","R035887c0g3_i01"
"868",228,"AEP","g18199"
"869",228,"AEP","g30447"
"870",228,"AEP","g30448"
"871",229,"AEP","g30505"
"872",229,"OLI","R025171c0g1_i01"
"873",230,"AEP","g30648"
"874",230,"OLI","R027005c0g3_i04"
"875",231,"AEP","g31029"
"876",231,"OLI","R035606c0g1_i04"
"877",232,"AEP","g3156"
"878",232,"OLI","R036434c0g2_i02"
"879",233,"AEP","g31599"
"880",233,"OLI","R041047c0g1_i01"
"881",234,"AEP","g1680"
"882",234,"AEP","g316"
"883",234,"OLI","R026119c0g1_i02"
"884",235,"AEP","g3244"
"885",235,"OLI","R039760c1g3_i05"
"886",236,"AEP","g32699"
"887",236,"OLI","R040793c2g4_i04"
"888",237,"AEP","g33051"
"889",237,"OLI","R041399c0g1_i01"
"890",238,"AEP","g33457"
"891",238,"OLI","R033516c0g1_i01"
"892",239,"AEP","g33477"
"893",239,"OLI","R036570c0g2_i01"
"894",240,"AEP","g33543"
"895",240,"OLI","R038906c0g3_i02"
"896",241,"AEP","g23371"
"897",241,"AEP","g33633"
"898",241,"OLI","R039058c0g1_i01"
"899",242,"AEP","g3375"
"900",242,"OLI","R028956c0g1_i01"
"901",243,"AEP","g371"
"902",243,"OLI","R035684c0g1_i02"
"903",244,"AEP","g4004"
"904",244,"OLI","R014777c0g2_i01"
"905",245,"AEP","g4023"
"906",245,"OLI","R034147c0g1_i03"
"907",246,"AEP","g32952"
"908",246,"AEP","g4166"
"909",247,"AEP","g4170"
"910",247,"OLI","R038950c1g1_i05"
"911",248,"AEP","g4298"
"912",248,"OLI","R074007c8g1_i01"
"913",249,"AEP","g4330"
"914",249,"OLI","R038193c0g2_i02"
"915",250,"AEP","g4412"
"916",250,"OLI","R032394c0g1_i01"
"917",251,"AEP","g4465"
"918",251,"OLI","R041003c0g2_i02"
"919",252,"AEP","g458"
"920",252,"OLI","R040714c0g1_i04"
"921",253,"AEP","g4675"
"922",253,"OLI","R034686c0g1_i03"
"923",254,"AEP","g4891"
"924",254,"OLI","R039939c0g1_i01"
"925",255,"AEP","g506"
"926",255,"OLI","R008134c0g1_i01"
"927",256,"AEP","g5082"
"928",256,"OLI","R036351c0g1_i01"
"929",257,"AEP","g5253"
"930",257,"OLI","R040251c0g1_i05"
"931",258,"AEP","g5378"
"932",258,"OLI","R032156c0g2_i01"
"933",259,"AEP","g5564"
"934",259,"OLI","R039969c0g1_i01"
"935",260,"AEP","g6068"
"936",260,"OLI","R032376c0g1_i01"
"937",261,"AEP","g618"
"938",261,"OLI","R039323c0g2_i01"
"939",262,"AEP","g23370"
"940",262,"AEP","g6282"
"941",262,"OLI","R040309c0g1_i02"
"942",263,"AEP","g6301"
"943",263,"OLI","R038249c1g1_i10"
"944",264,"AEP","g6396"
"945",264,"OLI","R039809c0g1_i02"
"946",265,"AEP","g6690"
"947",265,"OLI","R024354c0g1_i01"
"948",266,"AEP","g7196"
"949",266,"OLI","R048183c0g1_i01"
"950",267,"AEP","g7266"
"951",267,"OLI","R040093c0g1_i01"
"952",268,"AEP","g7753"
"953",268,"OLI","R036917c0g3_i06"
"954",269,"AEP","g8295"
"955",269,"OLI","R035763c0g1_i01"
"956",270,"AEP","g8302"
"957",270,"OLI","R040063c0g2_i01"
"958",271,"AEP","g8305"
"959",271,"OLI","R040063c0g1_i02"
"960",272,"AEP","g8321"
"961",272,"OLI","R035934c0g1_i01"
"962",273,"AEP","g8438"
"963",273,"OLI","R029437c0g1_i05"
"964",274,"AEP","g8462"
"965",274,"OLI","R037801c0g1_i02"
"966",275,"AEP","g8497"
"967",275,"OLI","R040779c0g3_i01"
"968",276,"AEP","g8556"
"969",276,"OLI","R033142c0g1_i01"
"970",277,"AEP","g8566"
"971",277,"OLI","R041036c0g1_i02"
"972",278,"AEP","g21158"
"973",278,"AEP","g8635"
"974",279,"AEP","g8639"
"975",279,"OLI","R034166c1g2_i05"
"976",280,"AEP","g9075"
"977",280,"OLI","R038914c1g2_i08"
"978",281,"AEP","g9689"
"979",281,"OLI","R037434c0g1_i01"
"980",282,"AEP","g9710"
"981",282,"OLI","R040953c0g2_i03"
"982",283,"AEP","g9903"
"983",283,"OLI","R039457c0g1_i01"
"984",284,"AEP","g9994"
"985",284,"OLI","R026013c0g1_i01"
"986",285,"AEP","g10014"
"987",285,"OLI","R040123c0g3_i01"
"988",286,"AEP","g10016"
"989",286,"OLI","R038825c0g1_i01"
"990",287,"AEP","g10020"
"991",287,"OLI","R009219c0g1_i01"
"992",288,"AEP","g10027"
"993",288,"OLI","R036493c0g1_i01"
"994",289,"AEP","g10033"
"995",289,"OLI","R035077c0g1_i01"
"996",290,"AEP","g10042"
"997",290,"OLI","R034171c0g1_i01"
"998",291,"AEP","g10049"
"999",291,"OLI","R035400c0g1_i01"
"1000",292,"AEP","g10050"
"1001",292,"OLI","R031511c0g1_i01"
"1002",293,"AEP","g10051"
"1003",293,"OLI","R023828c0g2_i01"
"1004",294,"AEP","g10056"
"1005",294,"OLI","R028485c0g1_i01"
"1006",295,"AEP","g10068"
"1007",295,"OLI","R043556c0g1_i01"
"1008",296,"AEP","g10083"
"1009",296,"OLI","R016898c0g1_i01"
"1010",297,"AEP","g10084"
"1011",297,"OLI","R039520c1g1_i04"
"1012",298,"AEP","g10091"
"1013",298,"OLI","R030846c0g1_i01"
"1014",299,"AEP","g10093"
"1015",299,"OLI","R003843c0g1_i01"
"1016",300,"AEP","g10100"
"1017",300,"OLI","R008360c0g1_i01"
"1018",301,"AEP","g10102"
"1019",301,"OLI","R033512c0g1_i01"
"1020",302,"AEP","g10118"
"1021",302,"OLI","R037805c0g1_i04"
"1022",303,"AEP","g10121"
"1023",303,"OLI","R034154c0g1_i01"
"1024",304,"AEP","g10126"
"1025",304,"OLI","R040861c0g1_i01"
"1026",305,"AEP","g10127"
"1027",305,"OLI","R040508c0g1_i01"
"1028",306,"AEP","g10131"
"1029",306,"OLI","R028962c0g2_i01"
"1030",307,"AEP","g1014"
"1031",307,"OLI","R038082c1g1_i09"
"1032",308,"AEP","g10144"
"1033",308,"OLI","R036600c1g1_i01"
"1034",309,"AEP","g10145"
"1035",309,"OLI","R028208c0g1_i01"
"1036",310,"AEP","g10148"
"1037",310,"OLI","R038569c1g1_i01"
"1038",311,"AEP","g10167"
"1039",311,"OLI","R029800c0g1_i01"
"1040",312,"AEP","g10168"
"1041",312,"OLI","R029800c1g1_i01"
"1042",313,"AEP","g102"
"1043",313,"OLI","R032857c0g1_i01"
"1044",314,"AEP","g10206"
"1045",314,"OLI","R023050c0g1_i01"
"1046",315,"AEP","g10209"
"1047",315,"OLI","R029478c0g1_i01"
"1048",316,"AEP","g10212"
"1049",316,"OLI","R024601c0g1_i01"
"1050",317,"AEP","g10217"
"1051",317,"OLI","R040958c1g5_i03"
"1052",318,"AEP","g10235"
"1053",318,"OLI","R000745c0g1_i01"
"1054",319,"AEP","g10236"
"1055",319,"OLI","R002856c0g1_i01"
"1056",320,"AEP","g10239"
"1057",320,"OLI","R019926c0g1_i01"
"1058",321,"AEP","g10255"
"1059",321,"OLI","R037894c0g1_i10"
"1060",322,"AEP","g10256"
"1061",322,"OLI","R033511c0g1_i02"
"1062",323,"AEP","g10270"
"1063",323,"OLI","R031986c0g2_i01"
"1064",324,"AEP","g10273"
"1065",324,"OLI","R039670c3g8_i05"
"1066",325,"AEP","g10276"
"1067",325,"OLI","R035970c0g1_i02"
"1068",326,"AEP","g1028"
"1069",326,"OLI","R033828c0g1_i01"
"1070",327,"AEP","g10289"
"1071",327,"OLI","R038555c0g2_i01"
"1072",328,"AEP","g10295"
"1073",328,"OLI","R037943c0g1_i02"
"1074",329,"AEP","g103"
"1075",329,"OLI","R025851c0g1_i01"
"1076",330,"AEP","g10305"
"1077",330,"OLI","R034297c0g1_i02"
"1078",331,"AEP","g10321"
"1079",331,"OLI","R010433c0g1_i01"
"1080",332,"AEP","g10324"
"1081",332,"OLI","R039299c0g1_i11"
"1082",333,"AEP","g10325"
"1083",333,"OLI","R030491c0g1_i02"
"1084",334,"AEP","g10332"
"1085",334,"OLI","R032471c0g1_i01"
"1086",335,"AEP","g10336"
"1087",335,"OLI","R031509c0g1_i01"
"1088",336,"AEP","g10337"
"1089",336,"OLI","R008894c0g1_i01"
"1090",337,"AEP","g10349"
"1091",337,"OLI","R037192c0g2_i03"
"1092",338,"AEP","g10378"
"1093",338,"OLI","R031313c0g1_i01"
"1094",339,"AEP","g10379"
"1095",339,"OLI","R055138c0g1_i01"
"1096",340,"AEP","g10391"
"1097",340,"OLI","R036156c0g1_i01"
"1098",341,"AEP","g10483"
"1099",341,"OLI","R040189c0g1_i01"
"1100",342,"AEP","g10484"
"1101",342,"OLI","R035280c0g1_i01"
"1102",343,"AEP","g10494"
"1103",343,"OLI","R022067c0g1_i01"
"1104",344,"AEP","g10499"
"1105",344,"OLI","R039130c0g1_i05"
"1106",345,"AEP","g105"
"1107",345,"OLI","R040079c1g3_i03"
"1108",346,"AEP","g10500"
"1109",346,"OLI","R031452c0g1_i01"
"1110",347,"AEP","g10506"
"1111",347,"OLI","R031234c0g2_i01"
"1112",348,"AEP","g10511"
"1113",348,"OLI","R035902c0g1_i05"
"1114",349,"AEP","g10512"
"1115",349,"OLI","R032144c0g1_i01"
"1116",350,"AEP","g10513"
"1117",350,"OLI","R032756c0g1_i01"
"1118",351,"AEP","g10517"
"1119",351,"OLI","R036661c0g1_i01"
"1120",352,"AEP","g10525"
"1121",352,"OLI","R041166c2g3_i03"
"1122",353,"AEP","g10534"
"1123",353,"OLI","R024724c0g1_i01"
"1124",354,"AEP","g10537"
"1125",354,"OLI","R042504c0g1_i01"
"1126",355,"AEP","g10546"
"1127",355,"OLI","R026296c0g1_i01"
"1128",356,"AEP","g10556"
"1129",356,"OLI","R040617c3g2_i02"
"1130",357,"AEP","g10560"
"1131",357,"OLI","R027770c0g1_i01"
"1132",358,"AEP","g10568"
"1133",358,"OLI","R028187c0g1_i01"
"1134",359,"AEP","g10575"
"1135",359,"OLI","R023647c0g1_i01"
"1136",360,"AEP","g10588"
"1137",360,"OLI","R031242c0g1_i01"
"1138",361,"AEP","g10590"
"1139",361,"OLI","R039695c0g1_i01"
"1140",362,"AEP","g10594"
"1141",362,"OLI","R034572c0g1_i03"
"1142",363,"AEP","g10598"
"1143",363,"OLI","R037116c0g1_i02"
"1144",364,"AEP","g10616"
"1145",364,"OLI","R036460c0g2_i01"
"1146",365,"AEP","g10620"
"1147",365,"OLI","R025075c0g1_i01"
"1148",366,"AEP","g10621"
"1149",366,"OLI","R040846c0g2_i08"
"1150",367,"AEP","g10622"
"1151",367,"OLI","R040209c1g3_i01"
"1152",368,"AEP","g1064"
"1153",368,"OLI","R016351c0g1_i01"
"1154",368,"OLI","R038183c1g2_i02"
"1155",368,"OLI","R038183c1g9_i01"
"1156",369,"AEP","g10646"
"1157",369,"OLI","R039626c0g2_i01"
"1158",370,"AEP","g10648"
"1159",370,"OLI","R039626c0g2_i02"
"1160",371,"AEP","g10649"
"1161",371,"OLI","R035513c0g1_i03"
"1162",372,"AEP","g10650"
"1163",372,"OLI","R010432c0g1_i01"
"1164",373,"AEP","g10654"
"1165",373,"OLI","R018492c0g1_i01"
"1166",374,"AEP","g1066"
"1167",374,"OLI","R015410c0g1_i02"
"1168",375,"AEP","g10677"
"1169",375,"OLI","R033866c0g1_i01"
"1170",375,"OLI","R031978c0g2_i02"
"1171",376,"AEP","g10687"
"1172",376,"OLI","R039713c0g4_i03"
"1173",377,"AEP","g10696"
"1174",377,"OLI","R032923c0g1_i05"
"1175",378,"AEP","g10697"
"1176",378,"OLI","R038567c0g1_i01"
"1177",379,"AEP","g10700"
"1178",379,"OLI","R027808c0g2_i01"
"1179",380,"AEP","g10704"
"1180",380,"OLI","R023768c0g1_i01"
"1181",381,"AEP","g10705"
"1182",381,"OLI","R029309c0g1_i02"
"1183",382,"AEP","g10711"
"1184",382,"OLI","R039693c0g2_i03"
"1185",383,"AEP","g10713"
"1186",383,"OLI","R037066c0g1_i02"
"1187",384,"AEP","g1072"
"1188",384,"OLI","R031615c0g1_i01"
"1189",385,"AEP","g10721"
"1190",385,"OLI","R003625c0g1_i01"
"1191",386,"AEP","g10725"
"1192",386,"OLI","R035874c0g1_i03"
"1193",387,"AEP","g1073"
"1194",387,"OLI","R039103c0g1_i01"
"1195",388,"AEP","g10736"
"1196",388,"OLI","R036653c0g1_i01"
"1197",389,"AEP","g10737"
"1198",389,"OLI","R031171c0g1_i01"
"1199",390,"AEP","g10738"
"1200",390,"OLI","R040839c3g3_i01"
"1201",391,"AEP","g10740"
"1202",391,"OLI","R027416c0g1_i01"
"1203",392,"AEP","g10782"
"1204",392,"OLI","R038782c0g1_i01"
"1205",393,"AEP","g10793"
"1206",393,"OLI","R031386c0g1_i01"
"1207",394,"AEP","g10796"
"1208",394,"OLI","R031236c0g1_i01"
"1209",395,"AEP","g10800"
"1210",395,"OLI","R038688c0g4_i05"
"1211",395,"OLI","R030667c0g1_i01"
"1212",396,"AEP","g10813"
"1213",396,"OLI","R034577c0g1_i01"
"1214",397,"AEP","g10817"
"1215",397,"OLI","R040677c0g1_i02"
"1216",398,"AEP","g1084"
"1217",398,"OLI","R034706c0g1_i02"
"1218",399,"AEP","g10850"
"1219",399,"OLI","R036228c0g1_i05"
"1220",400,"AEP","g10852"
"1221",400,"OLI","R036714c0g1_i01"
"1222",401,"AEP","g10876"
"1223",401,"OLI","R039193c0g1_i01"
"1224",402,"AEP","g10886"
"1225",402,"OLI","R035407c0g1_i02"
"1226",403,"AEP","g10897"
"1227",403,"OLI","R031871c1g2_i01"
"1228",404,"AEP","g1090"
"1229",404,"OLI","R039527c2g4_i02"
"1230",405,"AEP","g10925"
"1231",405,"OLI","R038472c0g1_i10"
"1232",406,"AEP","g1093"
"1233",406,"OLI","R037543c0g1_i01"
"1234",407,"AEP","g10933"
"1235",407,"OLI","R034697c0g2_i01"
"1236",408,"AEP","g10935"
"1237",408,"OLI","R040057c0g1_i03"
"1238",409,"AEP","g10954"
"1239",409,"OLI","R031623c0g2_i01"
"1240",410,"AEP","g1096"
"1241",410,"OLI","R023888c0g1_i01"
"1242",411,"AEP","g10967"
"1243",411,"OLI","R040505c2g2_i04"
"1244",412,"AEP","g10986"
"1245",412,"OLI","R039076c1g1_i02"
"1246",413,"AEP","g1100"
"1247",413,"OLI","R041060c1g4_i02"
"1248",414,"AEP","g11008"
"1249",414,"OLI","R031465c0g1_i03"
"1250",415,"AEP","g11017"
"1251",415,"OLI","R036625c0g1_i01"
"1252",416,"AEP","g11019"
"1253",416,"OLI","R036859c0g2_i01"
"1254",417,"AEP","g11020"
"1255",417,"OLI","R038806c0g1_i02"
"1256",418,"AEP","g11024"
"1257",418,"OLI","R040395c0g1_i01"
"1258",419,"AEP","g11025"
"1259",419,"OLI","R037497c0g4_i01"
"1260",420,"AEP","g11040"
"1261",420,"OLI","R033941c0g1_i01"
"1262",421,"AEP","g11041"
"1263",421,"OLI","R021816c0g1_i01"
"1264",422,"AEP","g11048"
"1265",422,"OLI","R029855c0g1_i01"
"1266",423,"AEP","g11058"
"1267",423,"OLI","R033012c0g1_i01"
"1268",424,"AEP","g1106"
"1269",424,"OLI","R040292c3g2_i14"
"1270",425,"AEP","g11064"
"1271",425,"OLI","R029015c0g3_i01"
"1272",426,"AEP","g11070"
"1273",426,"OLI","R038231c0g1_i03"
"1274",427,"AEP","g11091"
"1275",427,"OLI","R035080c1g2_i01"
"1276",428,"AEP","g11092"
"1277",428,"OLI","R033574c0g1_i01"
"1278",429,"AEP","g11094"
"1279",429,"OLI","R035613c0g1_i01"
"1280",430,"AEP","g11117"
"1281",430,"OLI","R038393c1g1_i02"
"1282",431,"AEP","g11120"
"1283",431,"OLI","R025181c0g1_i01"
"1284",432,"AEP","g11131"
"1285",432,"OLI","R039550c1g1_i02"
"1286",433,"AEP","g11134"
"1287",433,"OLI","R039492c1g1_i01"
"1288",434,"AEP","g11136"
"1289",434,"OLI","R032134c0g1_i01"
"1290",435,"AEP","g11148"
"1291",435,"OLI","R035226c0g1_i01"
"1292",436,"AEP","g11150"
"1293",436,"OLI","R038062c0g1_i01"
"1294",437,"AEP","g11157"
"1295",437,"OLI","R031581c0g1_i01"
"1296",438,"AEP","g11184"
"1297",438,"OLI","R033751c0g2_i01"
"1298",439,"AEP","g11192"
"1299",439,"OLI","R032716c0g1_i03"
"1300",440,"AEP","g11194"
"1301",440,"OLI","R026224c0g2_i01"
"1302",441,"AEP","g11196"
"1303",441,"OLI","R033778c0g1_i01"
"1304",442,"AEP","g1121"
"1305",442,"OLI","R026973c0g1_i01"
"1306",443,"AEP","g11210"
"1307",443,"OLI","R037582c1g1_i02"
"1308",444,"AEP","g11224"
"1309",444,"OLI","R036559c0g1_i02"
"1310",445,"AEP","g11234"
"1311",445,"OLI","R034411c0g1_i01"
"1312",446,"AEP","g11236"
"1313",446,"OLI","R040497c0g1_i01"
"1314",447,"AEP","g1125"
"1315",447,"OLI","R031397c0g4_i01"
"1316",448,"AEP","g1127"
"1317",448,"OLI","R023152c0g1_i01"
"1318",449,"AEP","g11271"
"1319",449,"OLI","R031568c0g1_i03"
"1320",450,"AEP","g11274"
"1321",450,"OLI","R032867c0g1_i02"
"1322",451,"AEP","g11276"
"1323",451,"OLI","R015252c0g1_i01"
"1324",452,"AEP","g11289"
"1325",452,"OLI","R022710c0g1_i01"
"1326",453,"AEP","g11293"
"1327",453,"OLI","R034504c0g1_i02"
"1328",454,"AEP","g11295"
"1329",454,"OLI","R037737c0g1_i01"
"1330",455,"AEP","g11298"
"1331",455,"OLI","R035046c0g2_i01"
"1332",456,"AEP","g11299"
"1333",456,"OLI","R029952c0g1_i01"
"1334",457,"AEP","g11309"
"1335",457,"OLI","R033583c0g1_i01"
"1336",458,"AEP","g1134"
"1337",458,"OLI","R000108c0g1_i01"
"1338",459,"AEP","g1135"
"1339",459,"OLI","R025610c0g1_i01"
"1340",460,"AEP","g11358"
"1341",460,"OLI","R030563c0g1_i01"
"1342",461,"AEP","g11367"
"1343",461,"OLI","R038366c0g1_i02"
"1344",462,"AEP","g1138"
"1345",462,"OLI","R038374c2g1_i03"
"1346",463,"AEP","g11391"
"1347",463,"OLI","R029691c0g1_i03"
"1348",464,"AEP","g11394"
"1349",464,"OLI","R037743c0g2_i01"
"1350",465,"AEP","g11395"
"1351",465,"OLI","R034018c0g1_i01"
"1352",466,"AEP","g11397"
"1353",466,"OLI","R039112c0g1_i01"
"1354",467,"AEP","g11398"
"1355",467,"OLI","R038714c1g4_i01"
"1356",468,"AEP","g11399"
"1357",468,"OLI","R037078c1g1_i07"
"1358",469,"AEP","g11400"
"1359",469,"OLI","R033279c0g2_i01"
"1360",470,"AEP","g11408"
"1361",470,"OLI","R031875c0g1_i01"
"1362",471,"AEP","g11434"
"1363",471,"OLI","R038089c0g2_i01"
"1364",472,"AEP","g11437"
"1365",472,"OLI","R032303c0g1_i01"
"1366",473,"AEP","g11443"
"1367",473,"OLI","R040138c1g2_i02"
"1368",474,"AEP","g11444"
"1369",474,"OLI","R033831c0g1_i01"
"1370",475,"AEP","g11464"
"1371",475,"OLI","R026715c0g1_i01"
"1372",476,"AEP","g11466"
"1373",476,"OLI","R038488c0g1_i03"
"1374",477,"AEP","g11472"
"1375",477,"OLI","R020451c0g3_i01"
"1376",478,"AEP","g11474"
"1377",478,"OLI","R037363c0g1_i01"
"1378",479,"AEP","g11496"
"1379",479,"OLI","R040428c0g2_i06"
"1380",480,"AEP","g11498"
"1381",480,"OLI","R030031c0g1_i01"
"1382",481,"AEP","g11503"
"1383",481,"OLI","R035556c0g1_i02"
"1384",482,"AEP","g11509"
"1385",482,"OLI","R033423c0g2_i01"
"1386",483,"AEP","g11516"
"1387",483,"OLI","R028475c0g1_i01"
"1388",484,"AEP","g11558"
"1389",484,"OLI","R034947c0g2_i01"
"1390",485,"AEP","g11559"
"1391",485,"OLI","R017703c0g1_i01"
"1392",486,"AEP","g11560"
"1393",486,"OLI","R040299c1g1_i02"
"1394",487,"AEP","g11561"
"1395",487,"OLI","R034615c0g1_i01"
"1396",488,"AEP","g11563"
"1397",488,"OLI","R039823c4g1_i01"
"1398",489,"AEP","g11564"
"1399",489,"OLI","R035781c0g2_i01"
"1400",490,"AEP","g11565"
"1401",490,"OLI","R027849c0g3_i01"
"1402",491,"AEP","g11566"
"1403",491,"OLI","R016446c0g1_i01"
"1404",492,"AEP","g11567"
"1405",492,"OLI","R026186c0g1_i01"
"1406",493,"AEP","g11571"
"1407",493,"OLI","R028868c0g1_i01"
"1408",494,"AEP","g11573"
"1409",494,"OLI","R030926c0g1_i01"
"1410",495,"AEP","g11578"
"1411",495,"OLI","R031720c0g1_i01"
"1412",496,"AEP","g11588"
"1413",496,"OLI","R030579c0g1_i01"
"1414",497,"AEP","g11589"
"1415",497,"OLI","R020928c0g1_i01"
"1416",498,"AEP","g11594"
"1417",498,"OLI","R012258c0g1_i01"
"1418",499,"AEP","g11602"
"1419",499,"OLI","R037648c0g1_i01"
"1420",500,"AEP","g11603"
"1421",500,"OLI","R030799c1g3_i01"
"1422",501,"AEP","g11604"
"1423",501,"OLI","R036461c1g1_i01"
"1424",502,"AEP","g1161"
"1425",502,"OLI","R041525c4g1_i03"
"1426",503,"AEP","g11670"
"1427",503,"OLI","R037405c1g2_i01"
"1428",504,"AEP","g11673"
"1429",504,"OLI","R029250c0g1_i01"
"1430",505,"AEP","g11680"
"1431",505,"OLI","R036641c0g3_i01"
"1432",506,"AEP","g11693"
"1433",506,"OLI","R025192c0g1_i01"
"1434",507,"AEP","g11696"
"1435",507,"OLI","R039057c0g1_i03"
"1436",508,"AEP","g11703"
"1437",508,"OLI","R035205c1g1_i01"
"1438",509,"AEP","g11708"
"1439",509,"OLI","R040157c0g1_i01"
"1440",510,"AEP","g1171"
"1441",510,"OLI","R036074c0g1_i01"
"1442",511,"AEP","g11726"
"1443",511,"OLI","R022074c0g1_i01"
"1444",512,"AEP","g11728"
"1445",512,"OLI","R031475c2g2_i01"
"1446",513,"AEP","g11730"
"1447",513,"OLI","R038375c1g6_i01"
"1448",514,"AEP","g11733"
"1449",514,"OLI","R027181c0g1_i01"
"1450",515,"AEP","g11734"
"1451",515,"OLI","R020179c0g1_i01"
"1452",516,"AEP","g11739"
"1453",516,"OLI","R022089c0g2_i02"
"1454",517,"AEP","g11740"
"1455",517,"OLI","R039247c0g1_i01"
"1456",518,"AEP","g11744"
"1457",518,"OLI","R018211c0g1_i01"
"1458",519,"AEP","g11745"
"1459",519,"OLI","R033743c0g1_i02"
"1460",520,"AEP","g11748"
"1461",520,"OLI","R036948c0g1_i02"
"1462",521,"AEP","g11749"
"1463",521,"OLI","R040598c0g1_i01"
"1464",522,"AEP","g11763"
"1465",522,"OLI","R039811c0g2_i01"
"1466",523,"AEP","g11765"
"1467",523,"OLI","R029864c0g1_i01"
"1468",524,"AEP","g11766"
"1469",524,"OLI","R029030c0g1_i01"
"1470",525,"AEP","g1177"
"1471",525,"OLI","R039433c0g1_i02"
"1472",526,"AEP","g11779"
"1473",526,"OLI","R033007c0g1_i01"
"1474",527,"AEP","g11781"
"1475",527,"OLI","R017397c0g2_i01"
"1476",528,"AEP","g11786"
"1477",528,"OLI","R031288c0g1_i01"
"1478",529,"AEP","g11790"
"1479",529,"OLI","R040692c1g2_i04"
"1480",530,"AEP","g11794"
"1481",530,"OLI","R035756c2g1_i05"
"1482",531,"AEP","g11799"
"1483",531,"OLI","R033772c0g1_i02"
"1484",532,"AEP","g11805"
"1485",532,"OLI","R008480c0g1_i01"
"1486",533,"AEP","g1181"
"1487",533,"OLI","R034768c0g1_i02"
"1488",534,"AEP","g11811"
"1489",534,"OLI","R019537c0g1_i01"
"1490",535,"AEP","g1182"
"1491",535,"OLI","R036946c0g1_i01"
"1492",536,"AEP","g11821"
"1493",536,"OLI","R017261c0g1_i01"
"1494",537,"AEP","g11845"
"1495",537,"OLI","R032766c0g1_i01"
"1496",538,"AEP","g11852"
"1497",538,"OLI","R037916c0g1_i01"
"1498",539,"AEP","g11853"
"1499",539,"OLI","R039911c0g1_i02"
"1500",540,"AEP","g11859"
"1501",540,"OLI","R038945c2g1_i02"
"1502",541,"AEP","g11872"
"1503",541,"OLI","R039072c0g1_i02"
"1504",542,"AEP","g11874"
"1505",542,"OLI","R031840c0g1_i01"
"1506",543,"AEP","g11886"
"1507",543,"OLI","R033809c0g1_i02"
"1508",544,"AEP","g11890"
"1509",544,"OLI","R037443c0g1_i01"
"1510",545,"AEP","g11893"
