"","ModuleID","Species","GeneID"
"4042",1807,"OLI","R032785c0g1_i01"
"4043",1808,"AEP","g21116"
"4044",1808,"OLI","R027803c0g1_i01"
"4045",1809,"AEP","g21122"
"4046",1809,"OLI","R076332c0g1_i01"
"4047",1810,"AEP","g21123"
"4048",1810,"OLI","R019979c0g1_i02"
"4049",1811,"AEP","g21131"
"4050",1811,"OLI","R038475c3g2_i02"
"4051",1812,"AEP","g21134"
"4052",1812,"OLI","R016700c0g1_i01"
"4053",1813,"AEP","g21138"
"4054",1813,"OLI","R033520c0g2_i01"
"4055",1814,"AEP","g21142"
"4056",1814,"OLI","R030392c0g1_i01"
"4057",1815,"AEP","g21146"
"4058",1815,"OLI","R038844c1g1_i02"
"4059",1816,"AEP","g21152"
"4060",1816,"OLI","R034403c0g1_i01"
"4061",1817,"AEP","g21153"
"4062",1817,"OLI","R021495c0g1_i01"
"4063",1818,"AEP","g21163"
"4064",1818,"OLI","R025867c0g1_i01"
"4065",1819,"AEP","g21164"
"4066",1819,"OLI","R030499c0g1_i01"
"4067",1820,"AEP","g2119"
"4068",1820,"OLI","R030985c0g1_i03"
"4069",1821,"AEP","g21194"
"4070",1821,"OLI","R025588c0g1_i03"
"4071",1822,"AEP","g21195"
"4072",1822,"OLI","R037468c0g1_i01"
"4073",1823,"AEP","g21197"
"4074",1823,"OLI","R037475c0g1_i01"
"4075",1824,"AEP","g21198"
"4076",1824,"OLI","R034553c0g2_i01"
"4077",1825,"AEP","g21201"
"4078",1825,"OLI","R031635c0g1_i01"
"4079",1826,"AEP","g21205"
"4080",1826,"OLI","R021922c0g3_i01"
"4081",1827,"AEP","g21208"
"4082",1827,"OLI","R032347c0g1_i04"
"4083",1828,"AEP","g21209"
"4084",1828,"OLI","R030641c0g1_i01"
"4085",1829,"AEP","g21219"
"4086",1829,"OLI","R034994c0g1_i01"
"4087",1830,"AEP","g21239"
"4088",1830,"OLI","R036143c1g1_i02"
"4089",1831,"AEP","g21241"
"4090",1831,"OLI","R036143c1g1_i06"
"4091",1832,"AEP","g21258"
"4092",1832,"OLI","R034274c0g3_i01"
"4093",1833,"AEP","g21265"
"4094",1833,"OLI","R034384c0g1_i01"
"4095",1834,"AEP","g21270"
"4096",1834,"OLI","R033273c0g1_i01"
"4097",1835,"AEP","g21272"
"4098",1835,"OLI","R029495c0g1_i01"
"4099",1836,"AEP","g21274"
"4100",1836,"OLI","R035676c0g1_i04"
"4101",1837,"AEP","g21277"
"4102",1837,"OLI","R020052c0g1_i01"
"4103",1838,"AEP","g21278"
"4104",1838,"OLI","R032418c0g1_i07"
"4105",1839,"AEP","g21304"
"4106",1839,"OLI","R038432c1g1_i04"
"4107",1840,"AEP","g21314"
"4108",1840,"OLI","R039533c0g3_i01"
"4109",1841,"AEP","g21318"
"4110",1841,"OLI","R032245c0g1_i06"
"4111",1842,"AEP","g21321"
"4112",1842,"OLI","R020061c0g1_i01"
"4113",1843,"AEP","g21354"
"4114",1843,"OLI","R040379c5g2_i05"
"4115",1844,"AEP","g21365"
"4116",1844,"OLI","R040174c4g1_i01"
"4117",1845,"AEP","g2137"
"4118",1845,"OLI","R029115c0g1_i01"
"4119",1846,"AEP","g2139"
"4120",1846,"OLI","R027934c0g1_i01"
"4121",1847,"AEP","g2140"
"4122",1847,"OLI","R035113c1g1_i01"
"4123",1848,"AEP","g21405"
"4124",1848,"OLI","R031362c0g1_i02"
"4125",1849,"AEP","g21414"
"4126",1849,"OLI","R038862c3g2_i11"
"4127",1850,"AEP","g21432"
"4128",1850,"OLI","R024400c1g1_i01"
"4129",1851,"AEP","g21434"
"4130",1851,"OLI","R038484c0g1_i08"
"4131",1852,"AEP","g21457"
"4132",1852,"OLI","R024542c0g1_i01"
"4133",1853,"AEP","g2147"
"4134",1853,"OLI","R026852c0g1_i04"
"4135",1854,"AEP","g21488"
"4136",1854,"OLI","R029479c0g1_i01"
"4137",1855,"AEP","g21489"
"4138",1855,"OLI","R026414c0g1_i01"
"4139",1856,"AEP","g2149"
"4140",1856,"OLI","R040536c0g3_i01"
"4141",1857,"AEP","g21490"
"4142",1857,"OLI","R033647c0g2_i01"
"4143",1858,"AEP","g21497"
"4144",1858,"OLI","R036039c0g1_i02"
"4145",1859,"AEP","g21507"
"4146",1859,"OLI","R040483c0g1_i01"
"4147",1860,"AEP","g21531"
"4148",1860,"OLI","R026406c0g1_i01"
"4149",1861,"AEP","g21548"
"4150",1861,"OLI","R037732c0g1_i03"
"4151",1862,"AEP","g21557"
"4152",1862,"OLI","R027386c0g2_i01"
"4153",1863,"AEP","g21558"
"4154",1863,"OLI","R027266c0g1_i01"
"4155",1864,"AEP","g21560"
"4156",1864,"OLI","R038341c1g1_i03"
"4157",1865,"AEP","g21570"
"4158",1865,"OLI","R039670c3g7_i01"
"4159",1866,"AEP","g21580"
"4160",1866,"OLI","R034631c0g1_i01"
"4161",1867,"AEP","g21582"
"4162",1867,"OLI","R039479c0g1_i02"
"4163",1868,"AEP","g21583"
"4164",1868,"OLI","R039066c0g1_i04"
"4165",1869,"AEP","g21584"
"4166",1869,"OLI","R029292c0g1_i03"
"4167",1870,"AEP","g21590"
"4168",1870,"OLI","R026141c0g1_i01"
"4169",1871,"AEP","g21591"
"4170",1871,"OLI","R038767c0g1_i04"
"4171",1872,"AEP","g21594"
"4172",1872,"OLI","R030927c0g1_i01"
"4173",1873,"AEP","g21597"
"4174",1873,"OLI","R041196c5g2_i01"
"4175",1874,"AEP","g21603"
"4176",1874,"OLI","R027642c0g1_i01"
"4177",1875,"AEP","g21608"
"4178",1875,"OLI","R030459c0g2_i03"
"4179",1876,"AEP","g21613"
"4180",1876,"OLI","R031962c0g1_i01"
"4181",1877,"AEP","g21627"
"4182",1877,"OLI","R034364c0g1_i01"
"4183",1878,"AEP","g21632"
"4184",1878,"OLI","R010944c0g1_i01"
"4185",1879,"AEP","g21639"
"4186",1879,"OLI","R023575c0g1_i01"
"4187",1880,"AEP","g21668"
"4188",1880,"OLI","R026629c0g1_i01"
"4189",1881,"AEP","g21670"
"4190",1881,"OLI","R029745c0g1_i01"
"4191",1882,"AEP","g21673"
"4192",1882,"OLI","R030642c0g1_i01"
"4193",1883,"AEP","g21675"
"4194",1883,"OLI","R029075c0g1_i01"
"4195",1884,"AEP","g21682"
"4196",1884,"OLI","R029522c0g1_i02"
"4197",1885,"AEP","g21685"
"4198",1885,"OLI","R013138c0g1_i01"
"4199",1886,"AEP","g21688"
"4200",1886,"OLI","R036707c0g1_i01"
"4201",1887,"AEP","g21689"
"4202",1887,"OLI","R030637c0g1_i01"
"4203",1888,"AEP","g217"
"4204",1888,"OLI","R037665c1g2_i01"
"4205",1889,"AEP","g21703"
"4206",1889,"OLI","R026174c0g1_i01"
"4207",1890,"AEP","g2171"
"4208",1890,"OLI","R032446c0g1_i01"
"4209",1891,"AEP","g21720"
"4210",1891,"OLI","R038245c0g1_i01"
"4211",1892,"AEP","g21726"
"4212",1892,"OLI","R025876c0g1_i02"
"4213",1893,"AEP","g21727"
"4214",1893,"OLI","R033672c0g1_i01"
"4215",1894,"AEP","g21751"
"4216",1894,"OLI","R012372c0g1_i01"
"4217",1895,"AEP","g21753"
"4218",1895,"OLI","R026770c0g1_i02"
"4219",1896,"AEP","g21755"
"4220",1896,"OLI","R033603c0g1_i01"
"4221",1897,"AEP","g21761"
"4222",1897,"OLI","R004400c0g1_i01"
"4223",1898,"AEP","g21762"
"4224",1898,"OLI","R032308c0g2_i01"
"4225",1899,"AEP","g21775"
"4226",1899,"OLI","R040295c0g3_i01"
"4227",1900,"AEP","g21783"
"4228",1900,"OLI","R037887c0g1_i02"
"4229",1901,"AEP","g21786"
"4230",1901,"OLI","R031050c0g1_i01"
"4231",1902,"AEP","g21787"
"4232",1902,"OLI","R036476c0g1_i01"
"4233",1903,"AEP","g21795"
"4234",1903,"OLI","R028457c0g1_i02"
"4235",1904,"AEP","g21806"
"4236",1904,"OLI","R031499c0g1_i01"
"4237",1905,"AEP","g21814"
"4238",1905,"OLI","R037790c1g1_i01"
"4239",1906,"AEP","g21817"
"4240",1906,"OLI","R039418c0g3_i02"
"4241",1907,"AEP","g21824"
"4242",1907,"OLI","R032365c0g1_i01"
"4243",1908,"AEP","g2183"
"4244",1908,"OLI","R037413c0g2_i01"
"4245",1909,"AEP","g21862"
"4246",1909,"OLI","R032468c0g1_i01"
"4247",1910,"AEP","g21894"
"4248",1910,"OLI","R037983c1g1_i02"
"4249",1911,"AEP","g219"
"4250",1911,"OLI","R022775c0g1_i01"
"4251",1912,"AEP","g21911"
"4252",1912,"OLI","R032536c0g2_i01"
"4253",1913,"AEP","g21919"
"4254",1913,"OLI","R032036c0g1_i02"
"4255",1914,"AEP","g21921"
"4256",1914,"OLI","R039888c0g1_i01"
"4257",1915,"AEP","g21927"
"4258",1915,"OLI","R029544c0g2_i01"
"4259",1916,"AEP","g2195"
"4260",1916,"OLI","R027260c0g2_i02"
"4261",1917,"AEP","g21976"
"4262",1917,"OLI","R037230c0g1_i01"
"4263",1918,"AEP","g21979"
"4264",1918,"OLI","R039992c0g1_i02"
"4265",1919,"AEP","g21981"
"4266",1919,"OLI","R028691c0g1_i01"
"4267",1920,"AEP","g21989"
"4268",1920,"OLI","R034221c0g1_i01"
"4269",1921,"AEP","g21990"
"4270",1921,"OLI","R040064c3g7_i01"
"4271",1922,"AEP","g22"
"4272",1922,"OLI","R039207c0g1_i03"
"4273",1923,"AEP","g22017"
"4274",1923,"OLI","R036938c0g1_i02"
"4275",1924,"AEP","g22025"
"4276",1924,"OLI","R039672c1g3_i01"
"4277",1925,"AEP","g2205"
"4278",1925,"OLI","R034965c1g2_i02"
"4279",1926,"AEP","g22080"
"4280",1926,"OLI","R039309c1g1_i01"
"4281",1927,"AEP","g22106"
"4282",1927,"OLI","R029005c0g1_i01"
"4283",1928,"AEP","g22112"
"4284",1928,"OLI","R029002c0g1_i01"
"4285",1929,"AEP","g22113"
"4286",1929,"OLI","R035673c0g1_i01"
"4287",1930,"AEP","g22114"
"4288",1930,"OLI","R026871c0g1_i02"
"4289",1931,"AEP","g22119"
"4290",1931,"OLI","R029092c0g1_i02"
"4291",1932,"AEP","g22120"
"4292",1932,"OLI","R032764c0g1_i01"
"4293",1933,"AEP","g22121"
"4294",1933,"OLI","R032168c0g1_i01"
"4295",1934,"AEP","g22127"
"4296",1934,"OLI","R026152c0g1_i01"
"4297",1935,"AEP","g22128"
"4298",1935,"OLI","R023042c0g1_i01"
"4299",1936,"AEP","g22129"
"4300",1936,"OLI","R026009c0g2_i01"
"4301",1937,"AEP","g22137"
"4302",1937,"OLI","R034264c0g1_i05"
"4303",1938,"AEP","g22144"
"4304",1938,"OLI","R035468c0g1_i08"
"4305",1939,"AEP","g22148"
"4306",1939,"OLI","R030689c0g1_i02"
"4307",1940,"AEP","g22164"
"4308",1940,"OLI","R030699c0g1_i01"
"4309",1941,"AEP","g22166"
"4310",1941,"OLI","R026123c0g1_i02"
"4311",1942,"AEP","g22175"
"4312",1942,"OLI","R040006c0g4_i01"
"4313",1943,"AEP","g22185"
"4314",1943,"OLI","R018493c0g1_i01"
"4315",1944,"AEP","g22186"
"4316",1944,"OLI","R039316c0g1_i01"
"4317",1945,"AEP","g22208"
"4318",1945,"OLI","R036956c0g1_i01"
"4319",1946,"AEP","g22209"
"4320",1946,"OLI","R029268c0g1_i02"
"4321",1947,"AEP","g2222"
"4322",1947,"OLI","R037959c2g2_i01"
"4323",1948,"AEP","g22220"
"4324",1948,"OLI","R026688c0g1_i01"
"4325",1949,"AEP","g22221"
"4326",1949,"OLI","R030981c0g1_i03"
"4327",1950,"AEP","g22222"
"4328",1950,"OLI","R026297c0g1_i02"
"4329",1951,"AEP","g22223"
"4330",1951,"OLI","R031448c0g1_i02"
"4331",1952,"AEP","g22229"
"4332",1952,"OLI","R033730c0g2_i06"
"4333",1953,"AEP","g22233"
"4334",1953,"OLI","R032763c0g1_i01"
"4335",1954,"AEP","g22241"
"4336",1954,"OLI","R031659c0g2_i01"
"4337",1955,"AEP","g22246"
"4338",1955,"OLI","R036822c0g1_i01"
"4339",1956,"AEP","g22247"
"4340",1956,"OLI","R038151c0g1_i01"
"4341",1957,"AEP","g22248"
"4342",1957,"OLI","R026060c0g1_i01"
"4343",1958,"AEP","g22253"
"4344",1958,"OLI","R031165c0g1_i02"
"4345",1959,"AEP","g22258"
"4346",1959,"OLI","R037535c0g1_i01"
"4347",1960,"AEP","g2226"
"4348",1960,"OLI","R041199c0g1_i02"
"4349",1961,"AEP","g22267"
"4350",1961,"OLI","R038234c1g1_i02"
"4351",1962,"AEP","g22270"
"4352",1962,"OLI","R034743c0g2_i06"
"4353",1963,"AEP","g22271"
"4354",1963,"OLI","R038091c1g1_i01"
"4355",1964,"AEP","g22274"
"4356",1964,"OLI","R028293c0g1_i01"
"4357",1965,"AEP","g22277"
"4358",1965,"OLI","R026394c0g1_i01"
"4359",1966,"AEP","g22291"
"4360",1966,"OLI","R039044c0g1_i02"
"4361",1967,"AEP","g22294"
"4362",1967,"OLI","R039580c0g1_i02"
"4363",1968,"AEP","g22300"
"4364",1968,"OLI","R037310c1g2_i01"
"4365",1969,"AEP","g22304"
"4366",1969,"OLI","R038978c0g1_i01"
"4367",1970,"AEP","g22324"
"4368",1970,"OLI","R018282c0g1_i01"
"4369",1971,"AEP","g22327"
"4370",1971,"OLI","R038924c0g1_i01"
"4371",1972,"AEP","g22342"
"4372",1972,"OLI","R039122c5g2_i01"
"4373",1973,"AEP","g22343"
"4374",1973,"OLI","R033348c0g1_i02"
"4375",1974,"AEP","g22344"
"4376",1974,"OLI","R037696c1g2_i04"
"4377",1975,"AEP","g22347"
"4378",1975,"OLI","R027863c0g1_i03"
"4379",1976,"AEP","g22355"
"4380",1976,"OLI","R039659c1g1_i01"
"4381",1977,"AEP","g22357"
"4382",1977,"OLI","R039364c0g2_i01"
"4383",1978,"AEP","g22360"
"4384",1978,"OLI","R036202c0g1_i03"
"4385",1979,"AEP","g22365"
"4386",1979,"OLI","R028262c0g1_i01"
"4387",1980,"AEP","g22372"
"4388",1980,"OLI","R030433c0g1_i01"
"4389",1981,"AEP","g22381"
"4390",1981,"OLI","R017085c0g1_i01"
"4391",1982,"AEP","g22397"
"4392",1982,"OLI","R033955c0g1_i02"
"4393",1983,"AEP","g224"
"4394",1983,"OLI","R036977c0g2_i01"
"4395",1984,"AEP","g22416"
"4396",1984,"OLI","R040686c2g2_i06"
"4397",1985,"AEP","g22426"
"4398",1985,"OLI","R033731c0g2_i02"
"4399",1986,"AEP","g22429"
"4400",1986,"OLI","R002717c0g1_i01"
"4401",1987,"AEP","g22434"
"4402",1987,"OLI","R039248c2g1_i03"
"4403",1988,"AEP","g22435"
"4404",1988,"OLI","R014805c0g2_i02"
"4405",1989,"AEP","g22438"
"4406",1989,"OLI","R028389c0g1_i02"
"4407",1990,"AEP","g22450"
"4408",1990,"OLI","R037982c0g2_i01"
"4409",1991,"AEP","g22452"
"4410",1991,"OLI","R026901c0g2_i01"
"4411",1992,"AEP","g22462"
"4412",1992,"OLI","R039935c0g1_i01"
"4413",1993,"AEP","g22464"
"4414",1993,"OLI","R029858c0g1_i01"
"4415",1994,"AEP","g22527"
"4416",1994,"OLI","R029798c0g1_i04"
"4417",1995,"AEP","g2253"
"4418",1995,"OLI","R023192c0g1_i01"
"4419",1996,"AEP","g22539"
"4420",1996,"OLI","R040385c0g2_i01"
"4421",1997,"AEP","g22551"
"4422",1997,"OLI","R034876c0g1_i01"
"4423",1998,"AEP","g22552"
"4424",1998,"OLI","R030501c0g1_i04"
"4425",1999,"AEP","g22557"
"4426",1999,"OLI","R037802c0g1_i02"
"4427",2000,"AEP","g22558"
"4428",2000,"OLI","R036866c0g4_i03"
"4429",2001,"AEP","g2256"
"4430",2001,"OLI","R035727c0g1_i01"
"4431",2002,"AEP","g22564"
"4432",2002,"OLI","R038223c1g1_i09"
"4433",2003,"AEP","g22565"
"4434",2003,"OLI","R031101c0g1_i01"
"4435",2004,"AEP","g2257"
"4436",2004,"OLI","R033295c0g1_i01"
"4437",2005,"AEP","g22571"
"4438",2005,"OLI","R040568c1g2_i02"
"4439",2006,"AEP","g22575"
"4440",2006,"OLI","R023725c0g1_i01"
"4441",2007,"AEP","g22584"
"4442",2007,"OLI","R038486c1g1_i01"
"4443",2008,"AEP","g22596"
"4444",2008,"OLI","R023001c0g1_i01"
"4445",2009,"AEP","g22597"
"4446",2009,"OLI","R034252c0g1_i01"
"4447",2010,"AEP","g22608"
"4448",2010,"OLI","R032292c0g1_i05"
"4449",2011,"AEP","g22610"
"4450",2011,"OLI","R039216c0g1_i09"
"4451",2012,"AEP","g22613"
"4452",2012,"OLI","R015695c0g1_i01"
"4453",2013,"AEP","g22616"
"4454",2013,"OLI","R038710c0g3_i04"
"4455",2014,"AEP","g22635"
"4456",2014,"OLI","R031117c0g1_i01"
"4457",2015,"AEP","g22636"
"4458",2015,"OLI","R039442c1g3_i01"
"4459",2016,"AEP","g22649"
"4460",2016,"OLI","R029192c0g1_i01"
"4461",2017,"AEP","g22655"
"4462",2017,"OLI","R035873c0g1_i01"
"4463",2018,"AEP","g22671"
"4464",2018,"OLI","R034463c0g1_i04"
"4465",2019,"AEP","g22672"
"4466",2019,"OLI","R022988c0g1_i01"
"4467",2020,"AEP","g22685"
"4468",2020,"OLI","R033172c0g2_i01"
"4469",2021,"AEP","g22689"
"4470",2021,"OLI","R039181c3g2_i01"
"4471",2022,"AEP","g22706"
"4472",2022,"OLI","R038673c0g1_i01"
"4473",2023,"AEP","g22711"
"4474",2023,"OLI","R030734c0g1_i06"
"4475",2024,"AEP","g22717"
"4476",2024,"OLI","R032288c0g1_i01"
"4477",2025,"AEP","g22718"
"4478",2025,"OLI","R023755c0g2_i01"
"4479",2026,"AEP","g22719"
"4480",2026,"OLI","R022734c0g2_i01"
"4481",2027,"AEP","g22726"
"4482",2027,"OLI","R030698c0g1_i02"
"4483",2028,"AEP","g2273"
"4484",2028,"OLI","R037158c0g1_i01"
"4485",2029,"AEP","g22738"
"4486",2029,"OLI","R028357c0g1_i01"
"4487",2030,"AEP","g22742"
"4488",2030,"OLI","R036560c0g1_i01"
"4489",2031,"AEP","g22761"
"4490",2031,"OLI","R038363c0g1_i01"
"4491",2032,"AEP","g22764"
"4492",2032,"OLI","R035716c0g1_i01"
"4493",2033,"AEP","g22774"
"4494",2033,"OLI","R031384c0g1_i02"
"4495",2034,"AEP","g2278"
"4496",2034,"OLI","R037589c0g2_i01"
"4497",2035,"AEP","g22786"
"4498",2035,"OLI","R038759c0g2_i10"
"4499",2036,"AEP","g22794"
"4500",2036,"OLI","R034840c0g1_i01"
"4501",2037,"AEP","g22797"
"4502",2037,"OLI","R027375c0g1_i01"
"4503",2038,"AEP","g22803"
"4504",2038,"OLI","R034906c0g1_i01"
"4505",2039,"AEP","g22804"
"4506",2039,"OLI","R037663c1g1_i02"
"4507",2040,"AEP","g22815"
"4508",2040,"OLI","R037415c0g1_i03"
"4509",2041,"AEP","g2282"
"4510",2041,"OLI","R031717c0g1_i01"
"4511",2042,"AEP","g22826"
"4512",2042,"OLI","R023636c0g1_i01"
"4513",2043,"AEP","g22828"
"4514",2043,"OLI","R031479c0g1_i01"
"4515",2044,"AEP","g22832"
"4516",2044,"OLI","R036580c0g1_i01"
"4517",2045,"AEP","g22846"
"4518",2045,"OLI","R031954c1g1_i01"
"4519",2046,"AEP","g2286"
"4520",2046,"OLI","R034400c0g1_i03"
"4521",2047,"AEP","g22860"
"4522",2047,"OLI","R032730c0g1_i01"
"4523",2048,"AEP","g22863"
"4524",2048,"OLI","R034984c0g1_i01"
"4525",2049,"AEP","g22870"
"4526",2049,"OLI","R036245c0g1_i03"
"4527",2050,"AEP","g2288"
"4528",2050,"OLI","R039164c0g1_i01"
"4529",2051,"AEP","g2289"
"4530",2051,"OLI","R037538c0g1_i03"
"4531",2052,"AEP","g22914"
"4532",2052,"OLI","R030493c0g2_i01"
"4533",2053,"AEP","g22929"
"4534",2053,"OLI","R035940c0g1_i02"
"4535",2054,"AEP","g22933"
"4536",2054,"OLI","R038799c0g1_i01"
"4537",2055,"AEP","g22934"
"4538",2055,"OLI","R020545c0g1_i01"
"4539",2056,"AEP","g22936"
"4540",2056,"OLI","R026448c0g2_i01"
"4541",2057,"AEP","g22962"
"4542",2057,"OLI","R034591c0g1_i01"
"4543",2058,"AEP","g22965"
"4544",2058,"OLI","R024516c0g1_i01"
"4545",2059,"AEP","g22967"
"4546",2059,"OLI","R029505c0g1_i01"
"4547",2060,"AEP","g22968"
"4548",2060,"OLI","R026503c0g1_i01"
"4549",2061,"AEP","g22969"
"4550",2061,"OLI","R031617c0g1_i01"
"4551",2062,"AEP","g22970"
"4552",2062,"OLI","R035238c0g1_i01"
"4553",2063,"AEP","g22973"
"4554",2063,"OLI","R040348c2g4_i01"
"4555",2064,"AEP","g22981"
"4556",2064,"OLI","R029488c0g1_i01"
"4557",2065,"AEP","g22983"
"4558",2065,"OLI","R022815c0g1_i01"
"4559",2066,"AEP","g22998"
"4560",2066,"OLI","R023120c0g1_i01"
"4561",2067,"AEP","g23005"
"4562",2067,"OLI","R027871c0g1_i01"
"4563",2068,"AEP","g23013"
"4564",2068,"OLI","R036564c0g2_i01"
"4565",2069,"AEP","g23015"
"4566",2069,"OLI","R041077c0g1_i05"
"4567",2070,"AEP","g23029"
"4568",2070,"OLI","R035388c0g1_i02"
"4569",2071,"AEP","g23030"
"4570",2071,"OLI","R040308c0g1_i01"
"4571",2072,"AEP","g23048"
"4572",2072,"OLI","R033844c0g1_i01"
"4573",2073,"AEP","g23057"
"4574",2073,"OLI","R038010c0g1_i01"
"4575",2074,"AEP","g23058"
"4576",2074,"OLI","R034845c0g1_i01"
"4577",2075,"AEP","g23065"
"4578",2075,"OLI","R040640c0g1_i02"
"4579",2076,"AEP","g23067"
"4580",2076,"OLI","R038321c2g1_i02"
"4581",2077,"AEP","g23069"
"4582",2077,"OLI","R034659c0g1_i01"
"4583",2078,"AEP","g23071"
"4584",2078,"OLI","R014931c0g1_i01"
"4585",2079,"AEP","g23075"
"4586",2079,"OLI","R040713c1g1_i03"
"4587",2080,"AEP","g23077"
"4588",2080,"OLI","R038620c0g1_i01"
"4589",2081,"AEP","g23095"
"4590",2081,"OLI","R023415c0g1_i01"
"4591",2082,"AEP","g23096"
"4592",2082,"OLI","R037167c0g1_i01"
"4593",2083,"AEP","g23100"
"4594",2083,"OLI","R041027c0g3_i05"
"4595",2084,"AEP","g2311"
"4596",2084,"OLI","R033854c0g2_i01"
"4597",2085,"AEP","g23110"
"4598",2085,"OLI","R037411c0g1_i02"
"4599",2086,"AEP","g23113"
"4600",2086,"OLI","R040281c0g1_i03"
"4601",2087,"AEP","g2313"
"4602",2087,"OLI","R038803c1g1_i02"
"4603",2088,"AEP","g23138"
"4604",2088,"OLI","R034509c0g1_i02"
"4605",2089,"AEP","g23141"
"4606",2089,"OLI","R030755c0g1_i01"
"4607",2090,"AEP","g23152"
"4608",2090,"OLI","R039428c1g4_i01"
"4609",2091,"AEP","g23173"
"4610",2091,"OLI","R034117c0g1_i01"
"4611",2092,"AEP","g23175"
"4612",2092,"OLI","R031413c0g1_i01"
"4613",2093,"AEP","g23186"
"4614",2093,"OLI","R036569c1g1_i01"
"4615",2094,"AEP","g23187"
"4616",2094,"OLI","R029241c0g2_i01"
"4617",2095,"AEP","g23189"
"4618",2095,"OLI","R034886c0g1_i03"
"4619",2096,"AEP","g23190"
"4620",2096,"OLI","R028144c0g1_i01"
"4621",2097,"AEP","g23216"
"4622",2097,"OLI","R040607c5g2_i02"
"4623",2098,"AEP","g23224"
"4624",2098,"OLI","R035748c0g2_i01"
"4625",2099,"AEP","g23232"
"4626",2099,"OLI","R032788c0g1_i03"
"4627",2100,"AEP","g23244"
"4628",2100,"OLI","R034883c0g1_i01"
"4629",2101,"AEP","g2325"
"4630",2101,"OLI","R035790c0g1_i01"
"4631",2102,"AEP","g23256"
"4632",2102,"OLI","R033044c1g1_i02"
"4633",2103,"AEP","g23265"
"4634",2103,"OLI","R032264c0g1_i01"
"4635",2104,"AEP","g23268"
"4636",2104,"OLI","R036081c0g1_i01"
"4637",2105,"AEP","g23271"
"4638",2105,"OLI","R034510c0g1_i01"
"4639",2106,"AEP","g23279"
"4640",2106,"OLI","R012029c0g1_i01"
"4641",2107,"AEP","g23280"
"4642",2107,"OLI","R035813c0g1_i01"
"4643",2108,"AEP","g23281"
"4644",2108,"OLI","R015969c0g1_i01"
"4645",2109,"AEP","g2329"
"4646",2109,"OLI","R001678c0g1_i01"
"4647",2110,"AEP","g23296"
"4648",2110,"OLI","R035295c0g1_i01"
"4649",2111,"AEP","g23304"
"4650",2111,"OLI","R035131c0g1_i02"
"4651",2112,"AEP","g23308"
"4652",2112,"OLI","R014573c0g1_i02"
"4653",2113,"AEP","g23309"
"4654",2113,"OLI","R027394c0g1_i01"
"4655",2114,"AEP","g23311"
"4656",2114,"OLI","R040054c0g1_i04"
"4657",2115,"AEP","g23338"
"4658",2115,"OLI","R031410c0g1_i01"
"4659",2116,"AEP","g23357"
"4660",2116,"OLI","R036420c0g1_i01"
"4661",2117,"AEP","g23366"
"4662",2117,"OLI","R029881c0g1_i01"
"4663",2118,"AEP","g23400"
"4664",2118,"OLI","R030747c0g1_i01"
"4665",2119,"AEP","g23412"
"4666",2119,"OLI","R036535c0g1_i02"
"4667",2120,"AEP","g23416"
"4668",2120,"OLI","R034811c0g2_i01"
"4669",2121,"AEP","g23419"
"4670",2121,"OLI","R028511c0g2_i01"
"4671",2122,"AEP","g23428"
"4672",2122,"OLI","R038271c0g1_i01"
"4673",2123,"AEP","g23452"
"4674",2123,"OLI","R017957c0g1_i01"
"4675",2124,"AEP","g23461"
"4676",2124,"OLI","R033121c0g1_i02"
"4677",2125,"AEP","g23472"
"4678",2125,"OLI","R026440c0g1_i01"
"4679",2126,"AEP","g23482"
"4680",2126,"OLI","R057256c0g1_i01"
"4681",2127,"AEP","g23487"
"4682",2127,"OLI","R028673c0g1_i01"
"4683",2128,"AEP","g23499"
"4684",2128,"OLI","R041091c4g2_i01"
"4685",2129,"AEP","g23503"
"4686",2129,"OLI","R035039c0g1_i03"
"4687",2130,"AEP","g23514"
"4688",2130,"OLI","R037370c0g1_i01"
"4689",2131,"AEP","g23519"
"4690",2131,"OLI","R035811c0g1_i01"
"4691",2132,"AEP","g23541"
"4692",2132,"OLI","R030688c0g1_i01"
"4693",2133,"AEP","g23543"
"4694",2133,"OLI","R037576c0g1_i01"
"4695",2134,"AEP","g23544"
"4696",2134,"OLI","R030668c0g1_i04"
"4697",2135,"AEP","g23559"
"4698",2135,"OLI","R025939c0g2_i01"
"4699",2136,"AEP","g23562"
"4700",2136,"OLI","R038730c0g1_i01"
"4701",2137,"AEP","g23569"
"4702",2137,"OLI","R039326c0g3_i01"
"4703",2138,"AEP","g23574"
"4704",2138,"OLI","R000749c0g1_i01"
"4705",2139,"AEP","g23579"
"4706",2139,"OLI","R023573c0g1_i01"
"4707",2140,"AEP","g23580"
"4708",2140,"OLI","R030910c0g1_i03"
"4709",2141,"AEP","g23587"
"4710",2141,"OLI","R022465c0g1_i01"
"4711",2142,"AEP","g23588"
"4712",2142,"OLI","R026512c0g2_i01"
"4713",2143,"AEP","g23595"
"4714",2143,"OLI","R032095c0g1_i02"
"4715",2144,"AEP","g23598"
"4716",2144,"OLI","R039922c1g1_i01"
"4717",2145,"AEP","g2360"
"4718",2145,"OLI","R038071c5g4_i01"
"4719",2146,"AEP","g23601"
"4720",2146,"OLI","R041138c0g3_i01"
"4721",2147,"AEP","g23608"
"4722",2147,"OLI","R037886c0g2_i02"
"4723",2148,"AEP","g23617"
